StartDate,EndDate,Name,Price,URL,Image,Location,Location,Region,Street,postalCode,Latitude,Longitude,Description
2022-09-19,2022-09-23,Biometric Access Control & Time Attendance Systems Installation Skills,0.00,https://www.eventbrite.com/e/biometric-access-control-time-attendance-systems-installation-skills-tickets-264200319267,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F225367899%2F29650787725%2F1%2Foriginal.20211210-072701?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C99%2C600%2C300&s=42d6e761e9f448062edf6a7d958116e1,KENVISION TECHNIKS WORKSHOPS,Nairobi,Nairobi,KAHAWA SUKARI AVE,,-1.1892513,36.93200019999995,Biometric Access Control System is the best choice for unauthorized Access within company premises. Biometrics are now considered to be an e
2022-09-16,2022-09-16,"Nuzo.co Launch Party - Shop, Sell & Earn",0.00,https://www.eventbrite.com/e/nuzoco-launch-party-shop-sell-earn-tickets-413278987577,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F347457479%2F623759090903%2F1%2Foriginal.20220903-121819?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C338%2C1200%2C600&s=286512b872bbe86c860eb4b057dc65d9,Nairobi Garage,Nairobi,Nairobi County,General Mathenge Road,,-1.2567278,36.8046783,"Nuzo Launch Party - Meet the Nuzo team, learn how Nuzo works and win great prizes!"
2022-09-14,2022-09-14,The Catalyst -  “The state of digital security and privacy in Business”,0.00,https://www.eventbrite.co.uk/e/the-catalyst-the-state-of-digital-security-and-privacy-in-business-tickets-414127465397,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F348183939%2F860964637453%2F1%2Foriginal.20220905-134738?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C47%2C1620%2C810&s=22fe4260559ac593b75bea20a78e7621,iHub,Nairobi,-,"6th Floor, Senteu Plaza- Galana Road",00505,-1.2902737,36.7831501,Register for this month's edition of 'the Catalyst'
2022-11-03,2022-11-03,Master Class on Public – Private Surveillance Partnerships,0.00,https://www.eventbrite.com/e/master-class-on-public-private-surveillance-partnerships-tickets-405259741797,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F338515509%2F1078660878173%2F1%2Foriginal.20220819-142534?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=191%2C69%2C720%2C360&s=78ba03c1f6b41deaade553bcf73e5862,Strathmore University,Nairobi,Nairobi County,"Karen Ole Sangale Rd, off Langata Road",0000,-1.3065222,36.81773099999999,We will provide concrete learning opportunities so that attendees can efficiently research and challenge these partnerships in their work.
2022-09-26,2022-09-26,Project Evaluation Training (Virtually and Onsite),0.00,https://www.eventbrite.com/e/project-evaluation-training-virtually-and-onsite-tickets-216169307217,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F190626919%2F257297691896%2F1%2Foriginal.20211123-102337?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C78%2C904%2C452&s=8f15b8471d5d123bf87d54ab8be17816,Fahari Palm Meetings and Accomodation,Kilimani,Nairobi,"George Padmore Road, Kilimani-Hurlingham",00300,-1.2963412,36.7913972,Project Evaluation Training (Virtually and Onsite)
2022-09-23,2022-09-23,AFARA Launch: Opportunities for Emerging Creators,0.00,https://www.eventbrite.com/e/afara-launch-opportunities-for-emerging-creators-tickets-413672113427,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F347739139%2F545458234983%2F1%2Foriginal.20220904-133917?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C86%2C1024%2C512&s=ce80b97f5960c422e0dd348f3acefab1,iHub,Nairobi,Nairobi County,,,-1.2920659,36.8219462,AFARA is an initiative of JENGE Kulture aimed at helping Emerging African Creators & Innovators access Opportunities for Work.
2022-12-09,2022-12-11,East Africa Gaming Convention 2022,0.00,https://www.eventbrite.com/e/east-africa-gaming-convention-2022-tickets-395771833207,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F328955579%2F192316792531%2F1%2Foriginal.20220803-090332?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=21%2C0%2C1012%2C506&s=f844e786bbd2cd0df99c035ed6ec549d,TBC,Nairobi,none,Nairobi,64451,-1.2920659,36.8219462,"Simply put, imagine a massive venue filled with nothing but video games, merchandise retailers, collectors and fellow gamers eager to play"
2022-09-26,2022-10-07,CCTV System Operator & Control Room Management,0.00,https://www.eventbrite.com/e/cctv-system-operator-control-room-management-tickets-373577238577,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F308677749%2F29650787725%2F1%2Foriginal.20220625-152443?w=267&auto=format%2Ccompress&q=75&sharp=10&s=e402028015e7f8f94f163de927e40d5b,Kenvision Techniks Ltd,Nairobi,Kiambu,"Q7-9, Feliz Stalls",00200,-1.1891538,36.932675700000004,"Introduction
CCTV system operators are the link between the system technology and its effective use."
2022-11-23,2022-11-23,"Flower Logistics Africa 2022 | FLA 2022 | Nairobi, Kenya",0.00,https://www.eventbrite.com/e/flower-logistics-africa-2022-fla-2022-nairobi-kenya-tickets-403365887227,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F336183629%2F1098183768433%2F1%2Foriginal.20220816-095826?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C1200%2C600&s=cd1ff15387ae0e337d1a8ba18c5530d0,"Radisson Blu Hotel, Nairobi Upper Hill",Nairobi,Nairobi County,"Elgon Road, Nairobi, 00100, Kenya",00100,-1.302069,36.8158643,"People’s love of flowers might seem frivolous, but it drives a worldwide industry worth billions of dollars."
2022-09-26,2022-09-26,Community Based Climate Change Adaptation & Resilience,0.00,https://www.eventbrite.com/e/community-based-climate-change-adaptation-resilience-tickets-408421629087,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F342545109%2F257297691896%2F1%2Foriginal.20220826-063909?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C940%2C470&s=578c97ce4cbe1c5b7a04bfd4bd42fbfb,Fahari Palm Meetings and Accomodation,Kilimani,Nairobi,"George Padmore Road, Kilimani-Hurlingham",00300,-1.2963412,36.7913972,Community Based Climate Change Adaptation & Resilience
2022-11-03,2022-11-05,Kenya Diaspora Summit,0.00,https://www.eventbrite.com/e/kenya-diaspora-summit-tickets-321586352437,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F267344969%2F284257472514%2F1%2Foriginal.20220415-020709?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C7%2C600%2C300&s=98e66a69926e25b5481b10640b88a392,Nairobi,Nairobi,Nairobi,100,00000,-1.2920659,36.8219462,"Attend the 1st Kenya Diaspora Summit to be held in Nairobi, Nairobi, Kenya in Nov 3-5, 2022. The speakers' theme is ""Disruptive ideas"""
2022-10-14,2022-10-14,SME EMPLOYERS BREAKFAST ROUNDTABLE,0.00,https://www.eventbrite.com/e/sme-employers-breakfast-roundtable-tickets-407046606357,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F340759869%2F1109096405893%2F1%2Foriginal.20220823-192209?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C1594%2C797&s=6040a89fb75253a1aa4a7edf56eec6c3,Java House - Garden City Mall,Nairobi,Nairobi County,Thika rd,00100,-1.2163932,36.8949246,"Let’s discuss Employee Retention. It costs a business an average of more than KES 200,287.50 to replace an employee."
2022-10-03,2022-10-03,Project Needs Assessment Training (Virtually and Onsite),0.00,https://www.eventbrite.com/e/project-needs-assessment-training-virtually-and-onsite-tickets-408479923447,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F342556159%2F257297691896%2F1%2Foriginal.20220826-072535?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C432%2C5184%2C2592&s=ae83b05eac9bc9bea3cc133e2040e457,Fahari Palm Meetings and Accomodation,Kilimani,Nairobi,"George Padmore Road, Kilimani-Hurlingham",00300,-1.2963412,36.7913972,Project Needs Assessment Training (Virtually and Onsite)
2022-11-04,2022-11-04,The Transform Food Kenya Festival 2022,0.00,https://www.eventbrite.co.uk/e/the-transform-food-kenya-festival-2022-tickets-403308214727,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F342534279%2F1098038569103%2F1%2Foriginal.20220826-060307?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C2160%2C1080&s=bf06e6546b710f6dd5d9121b1ceeed52,Zen Garden,Nairobi,Nairobi County,Lower Kabete Road,,-1.2445651,36.769689,THE TRANSFORM FOOD KENYA FESTIVAL 2022:  Unleashing leadership action to transform food systems
2022-10-19,2022-10-22,The AFALA 2022 - The African Assembly on Linguistic Anthropology 2022,0.00,https://www.eventbrite.com.au/e/the-afala-2022-the-african-assembly-on-linguistic-anthropology-2022-tickets-144755558773,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F183472439%2F520842095815%2F1%2Foriginal.20210614-121504?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=280%2C0%2C1360%2C680&s=0907942b2a5d87691d2b6a4d6670ce14,Kipande Road,Nairobi,Nairobi County,Kipande Road,,-1.2751086,36.8182249,"The SOAS GLOCAL AFALA 2022, The GLOCAL Assembly on African Linguistic Anthropology in University of Nairobi, Kenya."
2022-11-26,2022-11-27,Ed Tech Africa Summit- The Future Of Learning,0.00,https://www.eventbrite.co.uk/e/ed-tech-africa-summit-the-future-of-learning-tickets-319629258717,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F301741659%2F233903273324%2F1%2Foriginal.20220613-043524?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C35%2C1280%2C640&s=4ff613c3ab11599282e297a8f184d3c0,The Sarit Expo Centre,Nairobi,Nairobi County,Lower Kabete,00800,-1.2427691,36.7617496,Ed Tech Africa Summit brings leading industry stakeholders to explore technology and digitisation for the advancement of education in Africa
2022-11-09,2022-11-11,"VIRTUAL SOFTWARE DEVELOPMENT CONFERENCE  Nairobi, Kenya",0.00,https://www.eventbrite.com/e/virtual-software-development-conference-nairobi-kenya-tickets-409802770117,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F343756509%2F1083060350403%2F1%2Foriginal.20220817-062044?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=34%2C0%2C512%2C256&s=8cf005e86b9f71ee6cd1a59a58ae7d35,Kipande Road,Nairobi,Nairobi County,Kipande Road,98000,-1.2749951,36.8182303,Join a software development conference Build Stuff 2022 with a FREE ONLINE NETWORKING TICKET. It's more than a conference..
2022-11-24,2022-11-24,"Perishable Logistics Africa 2022 | PLA 2022 | Nairobi, Kenya",0.00,https://www.eventbrite.com/e/perishable-logistics-africa-2022-pla-2022-nairobi-kenya-tickets-403367923317,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F336185789%2F1098183768433%2F1%2Foriginal.20220816-100450?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C1200%2C600&s=e77b1a6f448df09f378755d685628adc,"Radisson Blu Hotel, Nairobi Upper Hill",Nairobi,Nairobi County,"Elgon Road, Nairobi, 00100, Kenya",00100,-1.302069,36.8158643,As we return to Nairobi to host the next edition of Perishable Logistics Africa (PLA).
2023-04-20,2023-04-21,"TEMS Africa ICT Expo, Conference and B2B Networking",0.00,https://www.eventbrite.com/e/tems-africa-ict-expo-conference-and-b2b-networking-tickets-348628295617,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F338403579%2F246286916244%2F1%2Foriginal.20220819-102824?w=384&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C384%2C192&s=566c542f14bab466a049ba30f4b09a9a,The Sarit Expo Centre,Nairobi,Nairobi County,Lower Kabete Road Westlands,00800,-1.2547315,36.7949586,Africa's Premier ICT Exhibition and Conference: Powering Africa's Growth and Transformation
2022-10-10,2022-10-10,"Planning, Programming and Monitoring Projects Training",0.00,https://www.eventbrite.com/e/planning-programming-and-monitoring-projects-training-tickets-408486954477,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F342561509%2F257297691896%2F1%2Foriginal.20220826-074402?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C121%2C960%2C480&s=fe1a628239a4db370b1d7ce66e7cef25,Fahari Palm Meetings and Accomodation,Kilimani,Nairobi,"George Padmore Road, Kilimani-Hurlingham",00300,-1.2963412,36.7913972,Training
2022-10-10,2022-10-10,Humanitarian Supply Chains and Logistics Training,0.00,https://www.eventbrite.com/e/humanitarian-supply-chains-and-logistics-training-tickets-408490645517,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F342563999%2F257297691896%2F1%2Foriginal.20220826-075145?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C940%2C470&s=5d663c0ea014db715de787a075f33ebe,Fahari Palm Meetings and Accomodation,Kilimani,Nairobi,"George Padmore Road, Kilimani-Hurlingham",00300,-1.2963412,36.7913972,Humanitarian Supply Chains and Logistics Training
2022-10-10,2022-10-14,Fundamentals of Supervision and Management,0.00,https://www.eventbrite.com/e/fundamentals-of-supervision-and-management-tickets-264202515837,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F225370729%2F29650787725%2F1%2Foriginal.20200215-071049?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C116%2C824%2C412&s=10146473b4f2eabbc4a2872bba807eba,Sunstar Hotel Nairobi,Nairobi,Nairobi County,Garden Estate Road,,-1.2344391,36.86767680000003,"Introduction
When a company has poor supervision, there is not enough responsibility for taking action for the prevention of problems, mista"
2022-10-28,2022-10-28,Leadership for Growth,0.00,https://www.eventbrite.com/e/leadership-for-growth-tickets-308469439397,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F255545639%2F63278747125%2F1%2Foriginal.20220328-084250?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C2160%2C1080&s=76c7b0fe3429bcd998c8e7a3f5997978,Amani Institute,Nairobi,Nairobi,Insecta Centre,,-1.2858261,36.77073580000001,"A 6-month, modular training and development program that builds business and leadership skills in managers across East Africa."
2022-11-09,2022-11-10,AFRICA FACTS SUMMIT 2022,0.00,https://www.eventbrite.com/e/africa-facts-summit-2022-tickets-379042756087,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F324067859%2F1040616246983%2F1%2Foriginal.20220725-173805?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C2160%2C1080&s=500e8dc117d79d418fe2733cdc97a369,United States International University Africa,Nairobi,Nairobi County,"USIU Road, Off Thika Road Exit 7",14634,-1.2163932,36.8949246,An event geared at strengthening the practice of fact-checking.
2022-10-18,2022-10-23,Mobex Expo,0.00,https://www.eventbrite.com/e/mobex-expo-tickets-412957526077,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F347129799%2F1125080275213%2F1%2Foriginal.20220902-165027?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=191%2C0%2C2754%2C1377&s=2bf9e1efb2781fe5d77b7db8b84c5c83,The Sarit Expo Centre,Nairobi,Nairobi County,"Pio Gama Pinto Road, Kenya",00800,-1.2606597,36.80151849999999,Mobex Africa Tech Expo is a festival of technology innovations and creativity. It is  Africa’s biggest tech event.
2022-10-21,2022-10-21,She Phoebe Global Pitch Competition and Watch Party,0.00,https://www.eventbrite.com/e/she-phoebe-global-pitch-competition-and-watch-party-tickets-406863217837,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F348131499%2F1827785560%2F1%2Foriginal.20220905-115633?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C6912%2C3456&s=1393adfcec0a05bc81d43b225c9775b4,Young Women'S Christian Association (Ywca),Nairobi,Nairobi County,Nyerere Road,,-1.2854203,36.8140995,She Phoebe Global Pitch Competition and watch Party
2022-10-17,2022-10-21,Training on Contract Management,0.00,https://www.eventbrite.com/e/training-on-contract-management-tickets-380329193857,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F314028759%2F487726804143%2F1%2Foriginal.20210401-122303?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C60%2C1920%2C960&s=92a6fc680cc4f8086873e4ddebce20d3,Devimpact Institute,Nairobi,Nairobi County,"Trio Complex, Off Thika Road, Near Garden City",38164-0010,-1.2355713,36.8765035,"This course is aimed at building the learner’s knowledge and skills of the contracting management processes, principles and practices"
2022-10-24,2022-10-28,"Facilities Infrastructure, Maintenance and Management (FIMM)Training",0.00,https://www.eventbrite.com/e/facilities-infrastructure-maintenance-and-management-fimmtraining-tickets-264206156727,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F225373389%2F29650787725%2F1%2Foriginal.20200215-065931?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C206%2C824%2C412&s=cab49790ba2d8e7e17c674ade5a326d9,Sunstar Hotel Nairobi,Nairobi,Nairobi County,Garden Estate Road,,-1.234408,36.86766899999998,"Introduction
Configuring Fire Alar"
2022-10-31,2022-10-31,Disaster Contingency Planning Training,0.00,https://www.eventbrite.com/e/disaster-contingency-planning-training-tickets-145199424387,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F128449021%2F257297691896%2F1%2Foriginal.20210309-081023?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C432%2C5184%2C2592&s=f59c23473794a473c5381bfbc8b04497,Appleton resort,Nairobi,Nairobi,"Mamlaka Road, Nairobi",00300,-1.2341602,36.8105228,Disaster Contingency Planning Training
2022-10-24,2022-10-28,Planning & Implementing Corporate Document Control Program,0.00,https://www.eventbrite.com/e/planning-implementing-corporate-document-control-program-tickets-264212305117,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F225375099%2F29650787725%2F1%2Foriginal.20200210-070711?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C620%2C310&s=8734c736da8f04ddc17e39f08fae8e57,Sunstar Hotel Nairobi,Nairobi,Nairobi County,Garden Estate Road,,-1.2344391,36.86767680000003,"Events
Organisations can produce thousands of documents daily (electronic and hardcopy) to perform their core processes. These documents can"
2022-11-26,2022-11-27,8th International Schools Fair www.isefafrica.com info@isefafrica.com,0.00,https://www.eventbrite.co.uk/e/8th-international-schools-fair-wwwisefafricacom-infoisefafricacom-tickets-390973220427,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F324478839%2F233903273324%2F1%2Foriginal.20220726-092825?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C175%2C2738%2C1369&s=cb5fc74f2bf3f473e8c0f4854ce48356,The Sarit Expo Centre,Nairobi,Nairobi County,Lower Kabete,00800,-1.2427691,36.7617496,The  Fair connects local and international families across Africa with leading international and independent schools globally.
2022-10-24,2022-10-28,"Fire Detection, Suppression & Alarm System Installation Training",0.00,https://www.eventbrite.com/e/fire-detection-suppression-alarm-system-installation-training-tickets-264213719347,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F225377089%2F29650787725%2F1%2Foriginal.20200215-063742?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C48%2C824%2C412&s=0a0634762d6b0fba49574116737afb9c,Kenvision Techniks Talent Centre,Nairobi,Wilaya ya Kiambu,Kahawa Sukari,,-1.1961911,36.94873329999996,"Synopsis
Security and fire alarm systems are often the first line of defense against property crime, potential fatalities, severe injuries,"
2023-06-28,2023-06-30,East Africa Bakery & Pastry Expo 2023,0.00,https://www.eventbrite.co.uk/e/east-africa-bakery-pastry-expo-2023-tickets-380977011497,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F314755249%2F237532290861%2F1%2Foriginal.20220707-131928?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C3124%2C1562&s=1f8e91413326bcb31601e756a94f3575,Sarit Centre,Nairobi,Nairobi County,Westlands,,-1.2682643,36.81112140000005,"Source for the widest selection of quality and cost-effective Bakery Ingredients, Equipment, related products, and services under one roof."
2022-11-07,2022-11-15,Training on Results-Based Monitoring and Evaluation,0.00,https://www.eventbrite.com/e/training-on-results-based-monitoring-and-evaluation-tickets-377730049747,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F311728759%2F487726804143%2F1%2Foriginal.20210401-111842?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C83%2C1920%2C960&s=fa9d937ee6ce83f07106815aa50a49a6,Devimpact Institute,Nairobi,Nairobi County,"Trio Complex, Off Thika Road, Near Garden City",38164-0010,-1.2355713,36.8765035,This course equips participants with skills in setting up and implementing results based monitoring and evaluation systems.
2022-12-13,2022-12-15,The Africa Imaging Expo.,0.00,https://www.eventbrite.com/e/the-africa-imaging-expo-tickets-386769065687,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F321475549%2F317006370257%2F1%2Foriginal.20220720-082145?w=500&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C125%2C500%2C250&s=a2939f7f380cd36ba1ac744c5518fe62,Visa Oshwal Community Centre,Nairobi,Nairobi County,Ring Road Parklands,,-1.2597937,36.805659,Come learn what's new in the Imaging industry with the newest trends shaping the photo and video industry from the industry leads.
2022-11-14,2022-11-18,Training on Public Relations,0.00,https://www.eventbrite.com/e/training-on-public-relations-tickets-289499158777,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F239515299%2F487726804143%2F1%2Foriginal.20220302-133503?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C600%2C300&s=9f7b69391b85bd91a65f4fc0f2d5932c,Devimpact Institute,Nairobi,Nairobi County,"Trio Complex, Off Thika Road, Near Garden City",38164-0010,-1.2355713,36.8765035,"This course is aimed at equipping the participants with the  skills to influence, engage and build a relationship with key stakeholders."
2022-11-14,2022-11-18,ARCHICAD SPECIALIST CERTIFICATE COURSE,0.00,https://www.eventbrite.com/e/archicad-specialist-certificate-course-tickets-264219958007,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F225382889%2F29650787725%2F1%2Foriginal.20200215-070524?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C127%2C824%2C412&s=e8fd0501cdc15bdfda26990b911bbbfe,Kenvision Techniks Talent Centre,Nairobi,Wilaya ya Kiambu,Kahawa Sukari,,-1.1961911,36.94873329999996,"INTRODUCTION
This training is based on ArchiCAD 21 which offers a one-of-a-kind, BIM-based construction documentation solution. It simplifie"
2023-04-19,2023-04-22,East Africa Clean Expo 2023,0.00,https://www.eventbrite.co.uk/e/east-africa-clean-expo-2023-registration-318924209897,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F264829949%2F237532290861%2F1%2Foriginal.20220411-195335?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C2362%2C1181&s=02c255224c5152e5150967f93449cf27,TBA,Nairobi,Nairobi,Westlands,00621,-1.2695135,36.8087826,"If you're looking for top-quality cleaning products and services, then you need to head to East Africa Clean Expo!"
2022-11-28,2022-12-09,Advanced Supervisory Skills Certificate,0.00,https://www.eventbrite.com/e/advanced-supervisory-skills-certificate-tickets-264960854047,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F225959059%2F29650787725%2F1%2Foriginal.20200215-071049?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C116%2C824%2C412&s=aacebadb3fa89707df8b008b4b940588,Sunstar Hotel Nairobi,Nairobi,Nairobi County,Garden Estate Road,,-1.2344391,36.86767680000003,"Introduction
When a company has poor supervision, there is not enough responsibility for taking action for the prevention of problems, mista"
2022-11-21,2022-12-02,"Generator  Installation, Repair & Emergency Power maintenance training",0.00,https://www.eventbrite.com/e/generator-installation-repair-emergency-power-maintenance-training-tickets-264960091767,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F225957129%2F29650787725%2F1%2Foriginal.20200214-130542?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C780%2C390&s=ba744b2a0e14aed7b79bf2d5ca66a53a,Mlolongo,Mlolongo,Machakos County,Mombasa Rd,,-1.3922344,36.94067180000002,"Introduction
Examining generator conditions

This workshop will focus on generators and emergency power so"
2022-12-12,2022-12-16,Training on Electronics Document Management,0.00,https://www.eventbrite.com/e/training-on-electronics-document-management-tickets-379667775537,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F313325819%2F487726804143%2F1%2Foriginal.20220705-132522?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C600%2C300&s=97edd55c6fb1f879f327bac2e9509125,Devimpact Institute,Nairobi,Nairobi County,"Trio Complex, Off Thika Road, Near Garden City",38164,-1.2134454,36.8997048,Understand the concepts of Electronic Records Management (ERM) and how it supports organization’s business processes
2023-03-30,2023-03-31,AFRICA MEDTECH CONFERENCE,0.00,https://www.eventbrite.com/e/africa-medtech-conference-tickets-403657168457,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F336588759%2F278287293768%2F1%2Foriginal.20220816-193840?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C94%2C960%2C480&s=d7729e1630646fcfaec0ae5458a827b0,"Radisson Blu Hotel, Nairobi Upper Hill",Nairobi,Nairobi County,Radisson blu,00100,-1.2920659,36.8219462,"Amber Medical shall be hosting the Africa MedTech conference at Radisson Blu hotel, Nairobi Kenya on 30th and 31st March 2023."
2050-03-30,2050-03-30,Understanding Web hosting & Domain Names,0.00,https://www.eventbrite.com/e/understanding-web-hosting-domain-names-tickets-95568601259,https://demofree.sirv.com/nope-not-here.jpg,Philadelphia House,Nairobi,Nairobi,Nairobi,01100,-1.2920659,36.82194619999996,"Understand, Domain Names and web hosting and why you need them for your business."
2022-09-07,2022-09-09,Data Analytics Training with Power BI,0.00,https://www.eventbrite.com/e/data-analytics-training-with-power-bi-tickets-374182659407,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F343785809%2F275518349896%2F1%2Foriginal.20220829-105503?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C132%2C2558%2C1279&s=92497e86f07a733c2ef5b2aaedefde29,La Maison Royale South C,Nairobi,Nairobi County,Off Mombasa Rd,,-1.3230655,36.83003089999999,Power BI is a Data Visualization and Business Intelligence tool that converts data from different data sources to interactive dashboards and
2022-10-19,2022-10-22,The AFALA 2022 - The African Assembly on Linguistic Anthropology 2022,0.00,https://www.eventbrite.com/e/the-afala-2022-the-african-assembly-on-linguistic-anthropology-2022-tickets-215575280467,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F193175809%2F269011202498%2F1%2Foriginal.20211129-122844?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=280%2C0%2C1360%2C680&s=8309f8611581d7bc6d5a2ccdf2f4e792,University of Nairobi,Nairobi,Nairobi Area,"University of Nairobi, Kenya",00100,-1.2794987,36.8159447,"The SOAS GLOCAL AFALA 2022, The GLOCAL Assembly on African Linguistic Anthropology 2022"
